Price,Close,High,Low,Open,Volume
Ticker,XLF,XLF,XLF,XLF,XLF
Date,,,,,
2015-01-02,16.586132049560547,16.700149602563453,16.458702426797327,16.673322313560668,40511471
2015-01-05,16.237369537353516,16.51235232111603,16.197128615263576,16.478818219374414,50770502
2015-01-06,15.989218711853027,16.291027260823206,15.9154436737081,16.237372687626895,57454463
2015-01-07,16.156892776489258,16.197133711239882,16.029461575037814,16.12335708945594,36287049
2015-01-08,16.398334503173828,16.438576999274854,16.311145840226242,16.344679941359928,37995923
2015-01-09,16.177011489868164,16.438580686868786,16.170304668136914,16.431872290396583,36300590
2015-01-12,16.04287338256836,16.21725232125729,15.99592563073621,16.17701139111545,38356360
2015-01-13,15.989218711853027,16.257493152575513,15.875201169069932,16.150184006182894,45785445
2015-01-14,15.761184692382812,15.821546085280678,15.553270078475059,15.734355831909541,71356023
2015-01-15,15.566681861877441,15.788010092213392,15.539854579349617,15.707526669889221,58038203
2015-01-16,15.754473686218262,15.761182081280888,15.466078837631644,15.526440220529643,89499855
2015-01-20,15.687408447265625,15.861787383328608,15.633753874551145,15.801424414283895,39330942
2015-01-21,15.727646827697754,15.808130248465815,15.580095201906866,15.680699084181775,49251571
2015-01-22,16.11664581298828,16.136766272837136,15.714231891789526,15.821542585723968,97345387
2015-01-23,15.942262649536133,16.136763544672835,15.942262649536133,16.10322945059419,34069402
2015-01-26,16.022754669189453,16.029461491612985,15.875203001130624,15.915445510412937,27588310
2015-01-27,15.848370552062988,15.95567967590545,15.788009169901603,15.801421235641305,35186781
2015-01-28,15.559975624084473,15.928855496881507,15.533148340551763,15.928855496881507,85405918
2015-01-29,15.687408447265625,15.720942555212174,15.479495403256092,15.539856797559882,50409450
2015-01-30,15.432547569274902,15.687409963788415,15.425840747037235,15.50632418863032,64531113
2015-02-02,15.680704116821289,15.700824584785694,15.352066657253635,15.472791039781248,62984977
2015-02-03,15.942262649536133,15.955676287167591,15.741056510323968,15.741056510323968,66155787
2015-02-04,15.902034759521484,16.036172820427943,15.875207462288506,15.90874158382973,37523958
2015-02-05,16.06299591064453,16.089823200851246,15.935564707421484,15.948979927265992,30264135
2015-02-06,16.19042205810547,16.351387323822493,16.150181135361375,16.210542519477514,83237512
2015-02-09,16.109935760498047,16.190419166351834,16.06969641968172,16.116644154497873,37354080
2015-02-10,16.237369537353516,16.270905213835764,16.116646771083698,16.230662717005192,39742220
2015-02-11,16.237369537353516,16.28431885453241,16.130060411780345,16.217249076308548,36080733
2015-02-12,16.398334503173828,16.41845496385404,16.23066242276479,16.264196523898477,40635310
2015-02-13,16.384918212890625,16.45198797905183,16.32455684061185,16.40503867031688,23270085
2015-02-17,16.438581466674805,16.47882239897123,16.344684383242114,16.358098027340922,17869196
2015-02-18,16.337976455688477,16.418458314835547,16.29773552611494,16.418458314835547,36387868
2015-02-19,16.270906448364258,16.33797465693618,16.230663948480352,16.297733731793027,21550255
2015-02-20,16.391632080078125,16.41845936818162,16.143478090379784,16.244080420767883,40206183
2015-02-23,16.351390838623047,16.371511304320073,16.26420057919494,16.371511304320073,23616735
2015-02-24,16.43187141418457,16.48552755991436,16.358096379074805,16.39163048594288,33958612
2015-02-25,16.43187141418457,16.49894120266159,16.411750950063727,16.41845777143734,32659415
2015-02-26,16.391632080078125,16.458701875077885,16.337977503871137,16.45199505305201,33480738
2015-02-27,16.331270217895508,16.405045258084265,16.317856574224823,16.371511148907555,28937856
2015-03-02,16.451988220214844,16.46540185869564,16.30443662218571,16.3379707183877,27137641
2015-03-03,16.405044555664062,16.45199388124219,16.324562697085984,16.405044555664062,31729394
2015-03-04,16.3044376373291,16.358092194592917,16.244074685666842,16.337971735618986,47685247
2015-03-05,16.371509552001953,16.405043657907687,16.277612480725075,16.331268624915076,25112031
2015-03-06,16.250782012939453,16.53917841672184,16.22395473346956,16.43186772410175,74347599
2015-03-09,16.324560165405273,16.358094267945532,16.257490385584088,16.26419720609214,26666907
2015-03-10,15.975800514221191,16.190420320564204,15.975800514221193,16.183713500826624,49650662
2015-03-11,16.076400756835938,16.13676370150444,16.0026257491459,16.022746205788636,36531648
2015-03-12,16.425161361694336,16.438575000516852,16.190419532819462,16.21053999105324,50418806
2015-03-13,16.311147689819336,16.41845682561539,16.217250621257005,16.384922720679125,40917578
2015-03-16,16.512348175048828,16.525761812377457,16.378210227022283,16.378210227022283,39676730
2015-03-17,16.472110748291016,16.512351668791226,16.358093232133182,16.45869710812428,22247248
2015-03-18,16.566007614135742,16.61966375402813,16.371508240720164,16.431869626515816,58915168
2015-03-19,16.4117488861084,16.56600733304274,16.337973860276644,16.56600733304274,42486734
2015-03-20,16.63457679748535,16.648040508998392,16.439351399927403,16.493206245979565,47450742
2015-03-23,16.540332794189453,16.681703362595226,16.540332794189453,16.600919503240902,26417014
2015-03-24,16.405689239501953,16.52686420245392,16.398957384927876,16.52686420245392,22615686
2015-03-25,16.143146514892578,16.466278751031894,16.143146514892578,16.425887616669193,40570806
2015-03-26,16.12968635559082,16.203736777640295,16.008511357072628,16.075829922572147,40238682
2015-03-27,16.109487533569336,16.149878668677484,16.048900830907115,16.129684681742297,30154207
2015-03-30,16.34510040283203,16.38549152497464,16.223925455785825,16.23065730947626,43422048
2015-03-31,16.230661392211914,16.311443656817474,16.197002115292932,16.264320669130896,26132160
2015-04-01,16.21719741821289,16.27778411568364,16.102754297927163,16.19026999711478,32823015
2015-04-02,16.29798126220703,16.324908685916764,16.176807855513232,16.176807855513232,26472163
2015-04-06,16.324909210205078,16.36530192768583,16.12968538203973,16.163344662757893,19432443
2015-04-07,16.237390518188477,16.372029183851243,16.237390518188477,16.35856547534682,22346466
2015-04-08,16.29798126220703,16.365301402100272,16.250858270715,16.250858270715,22778055
2015-04-09,16.324909210205078,16.338372922492344,16.210467655763324,16.271054361056017,25595691
2015-04-10,16.31817626953125,16.358568984327444,16.291248846746356,16.33164156154255,18165005
2015-04-13,16.378767013549805,16.43262186721531,16.277787582307894,16.29125129572427,38112499
2015-04-14,16.378767013549805,16.419158153798932,16.28451943901608,16.36530330013343,32499016
2015-04-15,16.439353942871094,16.506672510849558,16.37203537489263,16.41242651567971,45762179
2015-04-16,16.466283798217773,16.52014024116145,16.34511035798803,16.432624509265068,27839065
2015-04-17,16.244131088256836,16.38550168402445,16.18354278685965,16.38550168402445,49064829
2015-04-20,16.31144142150879,16.372029692278765,16.297977712586253,16.30470956704752,19100196
2015-04-21,16.230661392211914,16.392227502041816,16.217197681444322,16.372031935890426,26714793
2015-04-22,16.34510040283203,16.38549152497464,16.190266187333652,16.24412101685713,26511555
2015-04-23,16.372037887573242,16.412429034559306,16.291254012981756,16.3181814443058,26294652
2015-04-24,16.34510040283203,16.365295963903336,16.284512138999737,16.338366968523214,23031271
2015-04-27,16.284515380859375,16.432617772150984,16.257587960737027,16.365299221845113,29486759
2015-04-28,16.378767013549805,16.378767013549805,16.190273445101447,16.257592012183327,31748721
2015-04-29,16.372037887573242,16.44608832371436,16.217203576840635,16.284522155150746,49893538
2015-04-30,16.244131088256836,16.41242911548126,16.18354278685965,16.324913382627265,42838185
2015-05-01,16.385496139526367,16.405691706285232,16.31144414745837,16.331641294836064,22565584
2015-05-04,16.54705810546875,16.5537899593672,16.42588315467823,16.452810570272028,27367961
2015-05-05,16.39896011352539,16.594185509275448,16.385496402137033,16.499939529556936,37717594
2015-05-06,16.31817626953125,16.493206098251914,16.203734722695447,16.46627867546702,36626312
2015-05-07,16.4326171875,16.473008316246457,16.250855527522297,16.250855527522297,39290812
2015-05-08,16.668243408203125,16.668243408203125,16.520140949838606,16.520140949838606,40714217
2015-05-11,16.60764503479004,16.701892571372785,16.580717618800243,16.668233301385538,38354636
2015-05-12,16.54705810546875,16.587449228859448,16.41241944688133,16.533594397671852,48760649
2015-05-13,16.553791046142578,16.614377735206208,16.52013177444056,16.547059191802177,29430379
2015-05-14,16.701894760131836,16.708626615011486,16.600915356318435,16.63457463071668,26445450
2015-05-15,16.62784194946289,16.715357639167618,16.573987113102188,16.70862578462253,28494942
2015-05-18,16.722089767456055,16.735553476766633,16.61437851235281,16.634574076318682,19841750
2015-05-19,16.816335678100586,16.870192095786873,16.74228527713252,16.75574898639944,32513049
2015-05-20,16.769214630126953,16.856730331076168,16.74228720848682,16.849998475666133,37350263
2015-05-21,16.728824615478516,16.769215750637628,16.71536090375881,16.735556471338366,23172098
2015-05-22,16.735557556152344,16.775948693929646,16.69516641837504,16.69516641837504,16231966
2015-05-26,16.54705810546875,16.70862417964997,16.533594397671852,16.70862417964997,54832187
2015-05-27,16.728824615478516,16.74902018305807,16.573990350083022,16.59418591766258,31773341
2015-05-28,16.708629608154297,16.722093320325452,16.607650186251693,16.688434039897565,21900598
2015-05-29,16.560527801513672,16.70863022145148,16.520136663517636,16.70863022145148,31521478
2015-06-01,16.57398796081543,16.668235509885744,16.526864976589604,16.64803836459887,23062170
2015-06-02,16.60091781616211,16.661504519056397,16.493206541508926,16.56052668089925,26426862
2015-06-03,16.74228858947754,16.78941158123472,16.62784545744833,16.66150473727489,40898498
2015-06-04,16.594192504882812,16.73556311467699,16.567265070754306,16.695171963484228,37471271
2015-06-05,16.688434600830078,16.79614588243866,16.641311606647136,16.71536202607747,52402931
2015-06-08,16.587453842163086,16.735556249737655,16.580721986392373,16.715360682425516,28272131
2015-06-09,16.62784194946289,16.701893930077443,16.53359598583166,16.600914531282537,31163011
2015-06-10,16.863462448120117,16.924049147750406,16.69516447963939,16.722091901697297,53968148
2015-06-11,16.930782318115234,16.96444317892054,16.87019561377976,16.937514174152508,60034147
2015-06-12,16.856731414794922,16.92404997322316,16.802874987433444,16.890390694009042,42206558
2015-06-15,16.782676696777344,16.8432649701507,16.674967020768946,16.749017423024718,40678641
2015-06-16,16.87692642211914,16.89039013335788,16.73555587349354,16.789410718448497,36228207
2015-06-17,16.856731414794922,16.950977396594453,16.816338699119093,16.93078182906598,55448179
2015-06-18,17.011566162109375,17.038493586244115,16.856731892715693,16.930782309086226,70136594
2015-06-19,16.72759246826172,16.98452303727998,16.72759246826172,16.964239170320358,47071470
2015-06-22,16.984521865844727,17.052136338576418,16.964238000284098,16.970999288804308,40678518
2015-06-23,17.018333435058594,17.072425347044543,16.99128827283065,17.031856016172565,33542288
2015-06-24,16.876338958740234,17.018327599277445,16.876338958740234,16.9912824463236,26541099
2015-06-25,16.774917602539062,16.930428800709834,16.761395027700676,16.92366751329064,43711579
2015-06-26,16.829010009765625,16.87633902762805,16.781680991903205,16.849293874563806,30737208
2015-06-29,16.423330307006836,16.720830208446493,16.41657060530068,16.646456026851457,52912442
2015-06-30,16.484182357788086,16.62617100945357,16.4300920476411,16.58560327684333,77383245
2015-07-01,16.73434829711914,16.774917609179692,16.632928985791096,16.741111172070344,52375111
