Price,Close,High,Low,Open,Volume
Ticker,XLP,XLP,XLP,XLP,XLP
Date,,,,,
2015-01-02,37.05244445800781,37.34365374269599,36.822543622031986,37.25935608739039,7612100
2015-01-05,36.79189682006836,37.0677790482349,36.6922749558347,36.983481375923084,8272700
2015-01-06,36.74591064453125,37.144406787431585,36.63862378362495,37.05244411521386,11112400
2015-01-07,37.374324798583984,37.420306155825955,36.97582847253406,37.01414480856118,9226100
2015-01-08,37.941402435302734,37.98738377902892,37.627203894877624,37.7038394677546,12904100
2015-01-09,37.63487243652344,38.06401999141062,37.63487243652344,38.06401999141062,6382800
2015-01-12,37.51991653442383,37.81878795643589,37.42029467598525,37.61954131621057,6256400
2015-01-13,37.51224136352539,37.97970795741215,37.29000266752232,37.7727963704452,10135000
2015-01-14,37.397315979003906,37.435632317042746,37.1367607876509,37.22872350696316,13315500
2015-01-15,37.45861053466797,37.688511400792926,37.31300441155527,37.64253005822869,10898400
2015-01-16,37.75748825073242,37.795804580919544,37.297683518441175,37.36665408211743,12948500
2015-01-20,37.91074752807617,38.07933992569328,37.596549017499115,37.903082509842534,9978200
2015-01-21,38.09467315673828,38.102338176202906,37.642533478822216,37.834118038560405,7588600
2015-01-22,38.47784423828125,38.48550925813673,37.9184176461212,38.25560543604891,12062000
2015-01-23,38.04868698120117,38.35522046031928,38.04102196329824,38.29391493383478,6423700
2015-01-26,38.04868698120117,38.10233041313053,37.84177534803886,38.0333598687431,4428600
2015-01-27,37.611873626708984,37.78046601310251,37.43561329924438,37.665517057381614,10344800
2015-01-28,37.17506408691406,37.86476962310282,37.14441278124315,37.7498177259553,7765700
2015-01-29,37.47393798828125,37.519916407913826,37.006471233029096,37.320669768360325,9765600
2015-01-30,36.79956817626953,37.29768635325886,36.745924725260664,37.27469713806901,10951600
2015-02-02,37.23638916015625,37.25937838050448,36.53902121721511,36.868547017837244,14354100
2015-02-03,37.56591033935547,37.58123745881854,37.25171169873523,37.46628552452004,6279600
2015-02-04,37.581241607666016,37.84945891950735,37.49694390298747,37.49694390298747,7901300
2015-02-05,37.77281951904297,37.788146637472124,37.604224139671196,37.6961839268972,8079500
2015-02-06,37.604225158691406,37.92608880772784,37.458621914692195,37.78048264037962,6304100
2015-02-09,37.3206672668457,37.57355732791869,37.22104249207249,37.54290602466751,5656100
2015-02-10,37.75748825073242,37.795804580919544,37.443289665840275,37.6731905703116,5055100
2015-02-11,37.93374252319336,38.01804019653619,37.657860291652575,37.78047429196533,4618000
2015-02-12,38.11000442504883,38.11000442504883,37.9107577474831,38.025706741842626,7150600
2015-02-13,37.93374252319336,38.04869442745147,37.84944484985053,38.02570229259083,5932000
2015-02-17,37.941402435302734,37.97972168341532,37.6961744487928,37.88009690034935,4887500
2015-02-18,38.14830780029297,38.14830780029297,37.849436423774925,37.93373407835134,5251200
2015-02-19,37.9030876159668,38.08701007482834,37.85710919376264,38.079345055562115,4380200
2015-02-20,38.01038360595703,38.02571072481347,37.627214404593154,37.7728205720548,5898000
2015-02-23,38.11766815185547,38.12533024854662,37.94907279116421,37.94907279116421,4710600
2015-02-24,38.24794006347656,38.27859429357577,38.010374165230125,38.15598029652722,4275800
2015-02-25,38.11766815185547,38.27859849250697,38.07168680166278,38.240282162354035,3282600
2015-02-26,38.17131423950195,38.209630572305684,38.018045984938205,38.11767078890696,4124200
2015-02-27,38.32456588745117,38.401201449045764,38.14064638631969,38.163635593124184,4578900
2015-03-02,38.39354705810547,38.424201291228044,38.270933048963734,38.35523072837653,5511200
2015-03-03,38.24794006347656,38.401208290624325,38.0793447212792,38.39354327142538,5818200
2015-03-04,37.97974395751953,38.1866557406133,37.88778121613347,38.17132861704896,3635800
2015-03-05,38.11000442504883,38.171312894052875,37.98739041038945,38.07935019054681,5336300
2015-03-06,37.36665344238281,37.9107558457796,37.28235868675376,37.83412026336879,12065500
2015-03-09,37.573570251464844,37.642540823361564,37.39731277291743,37.512264700528284,6436500
2015-03-10,37.03712844848633,37.37431622082585,37.02946342903066,37.351327009155625,7996200
2015-03-11,36.75359344482422,37.090784252891,36.715277104821,37.090784252891,8699500
2015-03-12,37.290016174316406,37.290016174316406,36.88385786945978,36.92217419425506,9905500
2015-03-13,36.998809814453125,37.22871362837995,36.77657394345812,37.2133865125616,5821400
2015-03-16,37.4509391784668,37.45860419593782,37.11375149343217,37.11375149343217,22130500
2015-03-17,37.1827392578125,37.35133464010079,37.0754523503014,37.3206804027122,7487500
2015-03-18,37.435630798339844,37.58889906762656,36.66163027729806,37.09078084663107,19747300
2015-03-19,37.267032623291016,37.43562506266144,37.19806205884673,37.351330304650546,20386700
2015-03-20,37.734275817871094,37.74198777900471,37.39502305927661,37.44899502220638,7951000
2015-03-23,37.795963287353516,37.98872115625602,37.66488640704895,37.69572837197374,4669300
2015-03-24,37.58007049560547,37.98871618298059,37.58007049560547,37.88848128072303,6939800
2015-03-25,37.487548828125,38.05811340368747,37.487548828125,38.00414143669189,18476700
2015-03-26,37.32564163208008,37.5338205281501,37.240827680949444,37.30251162404528,7616000
2015-03-27,37.55693054199219,37.603193474685064,37.3179127428725,37.33333077918606,4950100
2015-03-30,37.93475341796875,37.96559538633241,37.4875537004516,37.63405157955301,25326800
2015-03-31,37.58007049560547,37.93474422205373,37.58007049560547,37.78053735886932,7411800
2015-04-01,37.62633514404297,37.63404710584312,37.26395235322978,37.564654155899895,8033400
2015-04-02,37.88077163696289,37.95016457718992,37.58777889586529,37.64175085590284,4821000
