Price,Close,High,Low,Open,Volume
Ticker,XLRE,XLRE,XLRE,XLRE,XLRE
Date,,,,,
2015-10-08,21.915170669555664,21.915170669555664,21.77008595632105,21.77008595632105,2000
2015-10-09,21.87889289855957,21.907910662190034,21.806349873126532,21.907910662190034,4300
2015-10-12,22.01673126220703,22.067510980494028,21.958697100787095,22.067510980494028,2300
2015-10-13,21.87889289855957,21.87889289855957,21.87889289855957,21.87889289855957,500
2015-10-14,21.87889289855957,21.87889289855957,21.87889289855957,21.87889289855957,0
2015-10-15,21.813615798950195,21.813615798950195,21.78459940368566,21.78459940368566,2500
2015-10-16,22.228553771972656,22.24161121483365,22.19518444385157,22.19518444385157,400
2015-10-19,22.488256454467773,22.495510896780615,22.270628719656088,22.270628719656088,2000
2015-10-20,22.51002311706543,22.74941421428993,22.48100534351405,22.74941421428993,3200
2015-10-21,22.528154373168945,22.528154373168945,22.528154373168945,22.528154373168945,400
2015-10-22,22.813251495361328,22.824132468676797,22.61666064457188,22.618837115963697,2200
2015-10-23,22.53903579711914,22.53903579711914,22.44473081588665,22.52670338375404,3500
2015-10-26,22.568052291870117,22.575306733654372,22.5085666994252,22.5085666994252,600
2015-10-27,22.573856353759766,22.575307795642214,22.488255873779345,22.5317811428891,3400
2015-10-28,22.49188232421875,22.727646849720347,22.49188232421875,22.662358254462777,3200
2015-10-29,22.59416389465332,22.59416389465332,22.495505991270733,22.51001487273252,3900
2015-10-30,22.451984405517578,22.451984405517578,22.451984405517578,22.451984405517578,200
2015-11-02,22.451984405517578,22.451984405517578,22.451984405517578,22.451984405517578,100
2015-11-03,22.742156982421875,22.923513893950528,22.720393654926802,22.923513893950528,500
2015-11-04,22.647846221923828,22.865475303743633,22.647846221923828,22.865475303743633,1900
2015-11-05,22.56079864501953,22.69137583445045,22.451984781708212,22.69137583445045,23800
2015-11-06,21.726560592651367,22.03849334748104,21.726560592651367,22.03849334748104,9000
2015-11-09,21.552457809448242,21.838277073791858,21.4726616977478,21.806357798925504,45500
2015-11-10,21.78459358215332,21.842627740817683,21.654016379247636,21.842627740817683,27200
2015-11-11,21.860034942626953,21.951438417889616,21.755572642061093,21.838996646511774,27100
2015-11-12,21.726560592651367,21.820865586689443,21.661271987685176,21.661271987685176,63900
2015-11-13,21.443639755249023,21.668523310478584,21.440738255124025,21.632251099807675,47700
2015-11-16,21.42188262939453,21.487171239639544,21.42188262939453,21.42188262939453,4200
2015-11-17,21.755578994750977,21.893410660615682,21.712053715294005,21.762833438601085,25700
2015-11-18,22.013097763061523,22.013097763061523,19.3689154841978,21.50167141293264,28600
2015-11-19,22.132795333862305,22.16181171717714,22.060252300110296,22.060252300110296,3500
2015-11-20,22.31415557861328,22.321410021442624,22.27788336446656,22.27788336446656,600
2015-11-23,22.430221557617188,22.49696021085819,22.430221557617188,22.466492384338167,2400
2015-11-24,22.089277267456055,22.50277089589175,22.089277267456055,22.50277089589175,2500
2015-11-25,22.089277267456055,22.089277267456055,22.089277267456055,22.089277267456055,0
2015-11-27,22.25612449645996,22.25612449645996,22.25612449645996,22.25612449645996,0
2015-11-30,22.306896209716797,22.488253089470593,22.286584327737536,22.488253089470593,1600
2015-12-01,22.676143646240234,22.676143646240234,22.473748433768712,22.473748433768712,5600
2015-12-02,22.21259117126465,22.647846574391806,22.21259117126465,22.56805048842819,4400
2015-12-03,21.77008056640625,22.03123492267201,21.77008056640625,22.03123492267201,800
2015-12-04,22.21259117126465,22.364930285630518,21.987707644853344,21.987707644853344,4400
2015-12-07,22.21259117126465,22.21259117126465,22.21259117126465,22.21259117126465,0
2015-12-08,22.285137176513672,22.314154947009698,21.704795603027684,21.965950002918106,4600
2015-12-09,22.16181755065918,22.16181755065918,22.132801159706588,22.132801159706588,600
2015-12-10,21.980453491210938,21.980453491210938,21.980453491210938,21.980453491210938,700
2015-12-11,21.86293601989746,21.893403844395955,21.86293601989746,21.893403844395955,300
2015-12-14,21.93040657043457,21.958697931172395,21.828120717128776,21.835375160536042,600
2015-12-15,22.18357276916504,22.335913262797707,22.18357276916504,22.28730864648788,4100
2015-12-16,22.582563400268555,22.582563400268555,22.386698975369608,22.386698975369608,1600
2015-12-17,22.55354118347168,22.821948584795187,22.53032780223796,22.821948584795187,2400
2015-12-18,22.260168075561523,22.436195593717617,22.260168075561523,22.416392165676246,1400
2015-12-21,22.296838760375977,22.337911705859035,22.296838760375977,22.337911705859035,500
2015-12-22,22.502206802368164,22.502206802368164,22.502206802368164,22.502206802368164,200
2015-12-23,22.72223663330078,22.72223663330078,22.553543795939056,22.553543795939056,4500
2015-12-24,22.74424171447754,22.74424171447754,22.63129112021777,22.63129112021777,300
2015-12-28,22.683368682861328,22.758914371351885,22.678234564184976,22.758914371351885,2100
2015-12-29,23.05962371826172,23.09629558763931,22.92026809653101,22.92026809653101,3500
2015-12-30,23.05962371826172,23.169640725336638,23.05962371826172,23.154971418008746,2000
2015-12-31,22.87186050415039,23.02295045260719,22.87186050415039,22.971609275895762,36800
2016-01-04,22.340845108032227,22.722238740080172,22.268234408263982,22.722238740080172,1900
2016-01-05,23.017826080322266,23.017826080322266,22.685574382395494,22.685574382395494,1500
2016-01-06,22.795581817626953,22.87259358280511,22.604885018893793,22.604885018893793,3700
2016-01-07,22.37751579284668,22.553543279840675,22.375315256904717,22.532273763971865,1500
2016-01-08,22.084135055541992,22.3841143877866,22.062131096650983,22.377514179378704,4000
2016-01-11,22.216163635253906,22.216163635253906,22.216163635253906,22.216163635253906,500
2016-01-12,21.974119186401367,22.08413759456325,21.974119186401367,22.03279641685686,2300
2016-01-13,21.74675178527832,22.21615986376454,21.74675178527832,22.179486592586258,3300
2016-01-14,21.82009506225586,21.877303401881363,21.63673291887556,21.877303401881363,3700
2016-01-15,21.453372955322266,21.490044828147617,21.377094228776336,21.377094228776336,1400
2016-01-19,21.600059509277344,21.64406602884631,21.53038100443928,21.64406602884631,4700
2016-01-20,21.0206356048584,21.189328437809362,20.62457411014996,21.0206356048584,4600
2016-01-21,21.182004928588867,21.182004928588867,21.182004928588867,21.182004928588867,100
2016-01-22,21.6220645904541,21.6220645904541,21.605196145439397,21.611063309014757,300
2016-01-25,21.6220645904541,21.6220645904541,21.6220645904541,21.6220645904541,0
2016-01-26,21.814231872558594,21.897845260193044,21.70274735571266,21.70274735571266,500
2016-01-27,21.6220645904541,21.6220645904541,21.6220645904541,21.6220645904541,900
2016-01-28,21.387357711791992,21.629395655896847,21.387357711791992,21.62206100317343,1700
2016-01-29,21.409364700317383,21.416699354078972,21.27734373049313,21.27734373049313,600
2016-02-01,21.864107131958008,21.864107131958008,21.71521768286862,21.71521768286862,700
2016-02-02,21.585390090942383,21.768752220292637,21.585390090942383,21.768752220292637,1100
2016-02-03,21.607393264770508,21.768752838504085,21.304480339082733,21.768752838504085,3800
2016-02-04,21.73720932006836,21.7430778808582,21.59565459762696,21.59565459762696,1500
2016-02-05,21.34188461303711,21.424030488730097,21.34188461303711,21.424030488730097,200
2016-02-08,20.21091079711914,20.60990732111388,20.21091079711914,20.60990732111388,700
2016-02-09,20.052488327026367,20.20651188834941,19.8551898806355,20.111164169284063,1400
2016-02-10,20.477890014648438,20.477890014648438,20.477890014648438,20.477890014648438,300
2016-02-11,19.96446990966797,20.023145740303338,19.96446990966797,20.023145740303338,800
2016-02-12,20.16250228881836,20.17570410650286,19.964470826724224,19.964470826724224,1800
2016-02-16,20.16250228881836,20.16250228881836,20.16250228881836,20.16250228881836,100
2016-02-17,20.79326820373535,20.866613343925717,20.777131405549312,20.82994007435944,2600
2016-02-18,21.04997444152832,21.04997444152832,20.889349306010086,20.889349306010086,3900
2016-02-19,21.0206356048584,21.0206356048584,21.0206356048584,21.0206356048584,200
2016-02-22,21.34335708618164,21.38369698782519,21.32502114878249,21.34335708618164,800
2016-02-23,21.233341217041016,21.233341217041016,21.233341217041016,21.233341217041016,300
2016-02-24,21.250938415527344,21.250938415527344,21.20399691495387,21.210598522499875,800
